probability,day_of_week,hour,days_to_deliver,delivery_distance
MEDIUM,3,10,4,406.3596206
MEDIUM,3,10,4,473.730421
LOW,3,10,5,401.8198942
HIGH,3,10,2,246.3415991
LOW,3,10,5,402.0042068
LOW,3,10,6,531.5772124
HIGH,3,10,2,220.678666
LOW,3,10,5,573.6263724
MEDIUM,3,10,4,387.4016648
HIGH,3,10,2,226.3304899
LOW,3,10,5,652.5068636
MEDIUM,3,10,4,578.3025899
LOW,3,10,5,532.2304754
HIGH,3,10,4,416.3414463
HIGH,3,10,2,114.2040569
MEDIUM,3,10,3,268.9763071
MEDIUM,3,10,4,373.1152064
HIGH,3,10,2,214.2584342
HIGH,3,10,2,247.1226312
LOW,3,10,6,623.3110067
LOW,3,10,6,622.8506477
MEDIUM,3,10,3,331.137816
MEDIUM,3,10,3,161.5892127
MEDIUM,3,10,3,253.6436617
LOW,3,10,5,614.5776489
HIGH,3,10,2,201.1659676
LOW,3,10,5,451.9895257
LOW,3,10,6,719.9889438
LOW,3,10,6,766.2567711
MEDIUM,3,10,4,287.2260021
MEDIUM,3,10,2,144.1158929
MEDIUM,3,10,4,282.9175245
MEDIUM,3,10,4,434.7964462
LOW,3,10,5,502.2293841
HIGH,3,10,2,264.9275772
MEDIUM,3,10,3,270.0947128
MEDIUM,2,23,3,163.9599592
MEDIUM,2,23,2,176.4453334
LOW,2,23,4,430.3537065
HIGH,2,23,6,662.4203707
HIGH,2,23,3,295.526944
LOW,2,23,4,422.5780526
LOW,2,23,4,454.9586732
MEDIUM,2,23,2,187.2269749
MEDIUM,2,23,3,256.2555462
LOW,2,23,5,505.2399022
LOW,2,23,5,434.6552258
LOW,2,23,5,397.8962722
MEDIUM,2,23,3,205.5568519
LOW,2,23,5,388.5436392
LOW,2,23,6,546.0715371
MEDIUM,2,23,2,165.0177846
MEDIUM,2,23,3,187.1742793
LOW,2,23,4,527.2094856
MEDIUM,2,23,3,270.6170216
LOW,2,23,5,573.7305622
LOW,2,15,5,508.8366302
MEDIUM,2,15,3,290.8843308
MEDIUM,2,15,4,312.2068949
LOW,2,15,6,810.9735047
MEDIUM,2,15,5,549.3983527
LOW,2,15,6,545.8400117
MEDIUM,2,15,3,348.5017764
LOW,2,15,5,354.77138
MEDIUM,2,15,5,545.7506131
LOW,2,15,6,597.4830807
MEDIUM,2,15,3,286.6209814
LOW,3,14,6,587.7522416
MEDIUM,3,14,3,306.2030403
HIGH,3,14,3,316.8510704
MEDIUM,3,14,4,451.7812336
HIGH,3,14,2,226.9362486
LOW,3,14,6,518.4198277
MEDIUM,3,14,3,333.1848715
LOW,3,14,6,463.4109579
MEDIUM,3,14,3,418.5760421
LOW,3,14,6,452.4583297
MEDIUM,3,14,3,284.0457289
LOW,3,14,5,464.2990757
MEDIUM,3,14,4,472.7624506
MEDIUM,3,14,3,297.4782789
MEDIUM,3,14,3,358.073045
LOW,3,14,6,637.6801145
MEDIUM,3,14,6,701.5006843
MEDIUM,3,14,4,291.6044304
MEDIUM,3,14,4,342.8858073
HIGH,3,14,2,179.3012029
MEDIUM,3,14,3,306.4547206
LOW,3,14,6,625.2211299
LOW,3,14,6,526.0236953
MEDIUM,3,14,3,392.1070088
MEDIUM,3,14,4,241.5395855
MEDIUM,3,14,3,286.9183987
LOW,3,14,6,563.3893647
LOW,3,14,5,468.2512966
MEDIUM,3,14,4,403.4960581
MEDIUM,3,14,4,312.8543885
MEDIUM,3,14,4,300.8707755
MEDIUM,3,21,6,766.2090953
MEDIUM,3,21,3,339.3312734
LOW,3,21,5,476.0148234
LOW,3,21,4,362.7014545
MEDIUM,3,21,3,136.5115075
MEDIUM,3,10,4,430.1621041
LOW,3,10,6,774.7774729
LOW,3,10,6,587.4210241
LOW,3,10,5,584.2017189
LOW,3,10,5,590.511826
LOW,3,10,5,697.244927
MEDIUM,3,10,3,337.9268741
HIGH,3,10,2,138.2722071
MEDIUM,3,10,3,336.370693
LOW,3,10,5,572.985999
HIGH,3,10,2,229.4621597
MEDIUM,3,10,4,381.0425221
MEDIUM,3,10,3,274.1976469
MEDIUM,3,10,3,286.9454207
LOW,3,10,5,594.1540406
LOW,3,10,6,414.5556302
HIGH,3,10,2,269.8656439
MEDIUM,3,10,4,422.671211
LOW,3,10,5,530.5155239
MEDIUM,3,10,4,277.0271517
MEDIUM,3,10,4,393.5834022
MEDIUM,3,10,4,412.9707172
HIGH,3,10,4,451.3375917
MEDIUM,3,10,4,385.252314
MEDIUM,3,10,4,377.2103688
HIGH,3,10,2,173.4260391
HIGH,3,10,3,305.216058
LOW,3,10,6,732.9986654
HIGH,3,10,2,198.0854761
LOW,3,10,5,384.9060833
HIGH,3,10,2,205.731875
MEDIUM,3,10,3,254.4331101
LOW,3,10,6,599.5351189
MEDIUM,3,10,5,587.3564035
LOW,3,14,6,786.3491543
LOW,3,14,6,664.8510373
MEDIUM,3,14,3,111.0924568
MEDIUM,3,14,3,329.5624584
MEDIUM,3,14,3,352.300919
LOW,3,14,5,431.2911155
HIGH,3,14,2,214.6118323
MEDIUM,3,14,4,398.1781144
LOW,3,14,5,613.4354023
LOW,3,14,5,471.943084
LOW,3,14,6,587.8784053
LOW,3,21,6,754.9091906
MEDIUM,3,21,2,202.9466103
LOW,3,21,6,708.7124189
MEDIUM,3,21,3,252.1006652
LOW,3,21,6,509.362207
MEDIUM,3,21,2,234.8931305
MEDIUM,3,21,3,334.5948049
LOW,3,21,6,484.5671767
LOW,3,21,5,738.5386862
MEDIUM,3,21,2,251.0338165
MEDIUM,3,21,3,284.6368053
MEDIUM,3,21,3,346.5822276
LOW,3,21,4,385.5891305
LOW,3,21,6,477.6240019
HIGH,3,21,3,378.0843134
LOW,3,21,6,894.7104864
MEDIUM,3,21,3,281.042516
LOW,3,17,5,420.2212264
LOW,3,17,6,507.8275408
MEDIUM,3,17,4,448.1785152
LOW,3,17,6,671.8446864
MEDIUM,3,17,6,645.1331416
MEDIUM,3,17,3,354.331173
MEDIUM,3,17,2,233.9443663
MEDIUM,3,17,3,338.0406447
HIGH,3,17,4,408.0862265
MEDIUM,3,17,4,435.7345177
LOW,3,17,5,334.3943632
HIGH,3,17,6,522.2081325
LOW,3,17,6,672.6935161
LOW,3,17,5,434.699873
HIGH,3,17,2,120.4929901
MEDIUM,3,17,3,354.3042419
MEDIUM,3,17,4,320.675864
MEDIUM,3,17,3,231.7328386
MEDIUM,3,17,3,316.7266352
MEDIUM,3,17,4,369.3625949
MEDIUM,3,17,4,507.8309011
LOW,3,17,5,527.8438748
LOW,3,17,6,620.0979523
LOW,3,17,5,708.6697177
HIGH,3,17,2,221.506538
MEDIUM,3,17,4,295.3360405
MEDIUM,3,17,4,344.3154959
LOW,3,17,6,614.5378624
MEDIUM,3,17,4,464.6614727
MEDIUM,3,17,3,280.9678588
HIGH,3,17,2,165.6024423
LOW,3,17,5,497.693817
LOW,3,17,5,629.6880749
LOW,2,23,5,338.5202346
LOW,2,22,4,425.9446862
LOW,2,22,5,409.4169864
MEDIUM,2,22,3,323.5072224
LOW,2,22,5,534.9847919
MEDIUM,2,22,2,289.9874832
LOW,2,22,5,534.7553946
HIGH,2,22,3,288.1513209
LOW,2,22,5,476.3596724
MEDIUM,2,22,3,287.7519647
LOW,2,22,6,578.4940044
LOW,2,22,6,588.4185662
LOW,2,22,6,511.7523832
MEDIUM,2,22,3,419.2984492
MEDIUM,2,22,2,224.2641551
LOW,2,22,4,372.8632601
LOW,2,22,5,457.9023335
MEDIUM,2,22,2,306.9823329
LOW,2,22,6,660.9694936
MEDIUM,2,22,3,290.4510697
MEDIUM,2,22,2,183.9227969
LOW,2,22,4,326.7204659
LOW,2,22,5,702.9198206
MEDIUM,2,22,3,280.2705483
MEDIUM,2,22,6,440.0789712
MEDIUM,2,22,3,375.4106999
MEDIUM,2,22,6,689.7836426
MEDIUM,2,22,3,312.5153642
MEDIUM,2,22,2,239.0410082
LOW,2,22,4,401.78169
MEDIUM,3,21,2,195.3043764
MEDIUM,3,21,2,235.2296493
LOW,3,21,5,524.198153
MEDIUM,3,21,2,234.3122779
LOW,3,21,4,440.6656042
LOW,3,21,6,831.1748729
LOW,3,21,4,467.5811674
LOW,3,21,6,346.027883
LOW,3,21,4,299.3813014
LOW,3,21,4,515.4021524
MEDIUM,3,21,3,306.2934753
LOW,3,21,6,535.5862427
MEDIUM,3,21,3,455.738163
LOW,3,21,6,440.3087966
LOW,3,21,4,436.3283404
LOW,3,21,5,595.3665008
LOW,3,21,5,408.9130138
LOW,3,21,6,520.0839348
LOW,3,21,5,574.0267446
MEDIUM,3,21,3,304.5833693
MEDIUM,3,21,3,342.1153091
LOW,3,21,5,400.4610997
LOW,3,21,4,262.6666552
LOW,3,21,4,327.5567662
MEDIUM,3,21,3,300.6795414
LOW,3,21,6,633.9167572
MEDIUM,3,21,2,203.5403895
MEDIUM,3,21,2,184.9353443
LOW,3,21,6,658.4883033
MEDIUM,3,21,2,224.9783725
LOW,3,21,4,399.6197728
MEDIUM,3,21,2,174.5281187
LOW,3,21,4,404.7816408
MEDIUM,3,21,2,187.6171133
LOW,3,21,4,514.8504268
LOW,3,2,4,414.8536749
LOW,3,21,4,530.5392629
LOW,3,21,6,585.4202222
LOW,3,21,5,538.513399
LOW,3,21,5,444.9286222
MEDIUM,3,21,2,238.0294387
MEDIUM,3,21,4,354.4683569
MEDIUM,3,21,2,248.8122909
MEDIUM,3,21,2,213.9392241
LOW,3,21,5,387.407647
LOW,3,21,5,571.7415323
LOW,3,21,6,615.0358238
MEDIUM,3,21,3,331.2456037
LOW,3,21,4,382.9310212
MEDIUM,3,21,3,394.6335469
MEDIUM,3,21,2,140.6434226
MEDIUM,3,21,2,165.2523444
MEDIUM,3,21,3,234.0565808
LOW,3,21,5,365.5440485
LOW,3,21,5,581.747735
MEDIUM,3,21,3,211.5341404
HIGH,3,21,3,306.7790677
LOW,3,21,5,648.200259
MEDIUM,3,21,3,269.5136
MEDIUM,3,21,2,244.8868124
LOW,3,21,4,479.1051921
LOW,3,21,5,574.3255722
MEDIUM,3,21,3,212.1427585
MEDIUM,2,22,2,157.100362
MEDIUM,2,22,3,398.4187045
LOW,2,22,4,408.3837996
LOW,2,22,6,783.1974785
HIGH,3,17,5,380.201767
MEDIUM,3,17,3,236.2330025
LOW,3,17,5,544.0321915
LOW,3,17,6,678.381127
LOW,3,17,5,634.1664847
LOW,3,17,5,525.0468337
MEDIUM,3,17,4,471.7616567
LOW,3,17,6,850.3111249
HIGH,3,17,2,258.2040386
LOW,3,17,5,519.7520796
LOW,3,17,6,666.0791592
MEDIUM,3,17,3,209.2310189
MEDIUM,3,17,4,589.9185416
MEDIUM,3,17,4,237.7685952
LOW,3,17,6,554.7591507
MEDIUM,3,17,4,469.0003205
MEDIUM,3,17,4,532.9033109
MEDIUM,3,17,4,459.2321522
LOW,3,17,5,612.8118124
LOW,3,17,5,498.7862011
HIGH,3,17,2,198.9408123
LOW,3,17,5,364.0781237
HIGH,3,17,2,215.7626722
LOW,3,17,6,728.6585753
HIGH,3,17,2,145.7506181
LOW,3,17,5,349.6099482
MEDIUM,3,17,4,359.6556015
HIGH,3,17,2,140.0363009
LOW,3,17,5,288.4432536
LOW,3,17,6,599.0686862
HIGH,2,15,2,242.9937973
MEDIUM,2,15,3,217.9685102
MEDIUM,2,15,3,333.7156719
LOW,2,15,5,488.2162762
MEDIUM,2,15,3,341.3674602
LOW,2,15,5,544.440802
LOW,2,15,6,820.6154062
MEDIUM,2,15,3,357.295446
MEDIUM,2,15,3,238.2232269
LOW,2,15,6,601.1878458
MEDIUM,2,15,3,286.6051817
MEDIUM,2,15,3,371.5195197
LOW,2,15,5,656.5719126
HIGH,2,15,2,205.7947632
LOW,2,15,6,666.0691947
LOW,2,15,6,545.4612229
MEDIUM,2,15,2,167.1093992
HIGH,2,15,2,167.1634391
MEDIUM,2,15,3,278.564158
LOW,2,15,6,863.1943243
LOW,2,15,5,563.4103636
LOW,2,15,5,428.0704738
LOW,2,15,6,662.0487674
HIGH,2,15,2,206.5075099
MEDIUM,2,15,3,530.138869
LOW,2,15,5,647.577054
LOW,2,15,6,675.8568268
LOW,2,15,5,412.3803162
MEDIUM,2,15,4,423.6019944
MEDIUM,2,15,3,287.8826739
LOW,3,2,5,498.1326551
MEDIUM,3,2,3,371.5181816
MEDIUM,3,2,3,152.7126917
LOW,3,2,6,588.1214481
MEDIUM,3,2,2,165.0777975
LOW,3,2,6,526.5563535
LOW,3,2,6,664.0743218
LOW,3,2,4,523.9540282
LOW,3,2,4,430.1407489
LOW,3,2,5,506.0294681
MEDIUM,3,2,3,270.9535099
LOW,3,2,5,436.1056011
LOW,3,2,6,649.8434121
MEDIUM,3,2,2,219.8583959
LOW,3,2,5,501.5072976
MEDIUM,3,2,3,330.3912444
MEDIUM,3,2,4,467.7098676
MEDIUM,3,2,4,587.3226969
MEDIUM,3,2,3,338.024983
LOW,3,2,6,439.2821919
MEDIUM,3,2,3,373.2125503
MEDIUM,3,2,2,235.6992815
LOW,3,2,5,455.2065593
LOW,3,2,4,462.897353
LOW,3,2,4,340.6687972
MEDIUM,3,2,3,378.5683849
LOW,3,2,5,577.1787237
HIGH,3,2,5,589.6236889
HIGH,3,2,2,205.9576186
LOW,3,2,4,378.6224386
LOW,3,2,4,460.7367182
LOW,3,2,6,620.3535811
MEDIUM,3,2,2,280.094519
HIGH,3,10,2,243.3025937
HIGH,3,10,6,667.39954
MEDIUM,3,10,4,350.3496951
LOW,3,2,6,849.3753714
MEDIUM,3,2,2,251.5620838
MEDIUM,3,2,3,255.5497756
LOW,3,2,4,411.8677435
MEDIUM,3,2,2,194.3782517
LOW,3,2,4,362.2880136
LOW,3,2,5,415.8295368
LOW,3,2,5,660.2255583
MEDIUM,3,2,3,335.8208459
MEDIUM,3,2,2,241.0058189
MEDIUM,3,2,3,312.5624905
LOW,3,2,5,514.3035278
MEDIUM,3,2,2,253.9765452
MEDIUM,3,2,2,206.3038953
MEDIUM,3,2,3,380.7619177
LOW,3,2,4,435.8196369
MEDIUM,3,2,3,348.400092
LOW,3,2,5,599.2901267
HIGH,3,2,6,725.9491808
MEDIUM,3,2,2,268.5996369
LOW,3,2,5,587.5289403
LOW,3,2,6,553.2418549
LOW,3,2,5,665.5871386
LOW,3,2,6,678.4023454
MEDIUM,3,2,2,226.1958882
MEDIUM,3,2,2,308.5811797
MEDIUM,3,2,3,292.4788661
LOW,3,2,4,394.8220515
MEDIUM,3,2,3,310.9127426
MEDIUM,3,2,2,312.5803189
LOW,3,13,5,521.8817817
HIGH,3,13,2,155.2594256
MEDIUM,3,13,3,336.5664169
LOW,3,13,6,701.8341967
MEDIUM,3,13,4,261.8945452
HIGH,3,13,5,565.8529021
MEDIUM,3,13,3,287.9405583
HIGH,3,13,2,232.0297658
LOW,3,13,6,568.3566202
MEDIUM,3,13,3,375.4198126
LOW,3,13,5,692.4836895
MEDIUM,3,13,3,381.2972198
LOW,3,13,6,904.1408454
MEDIUM,3,13,3,314.9393014
HIGH,3,13,2,221.0141722
HIGH,3,13,6,491.4548903
LOW,3,13,5,433.0434009
HIGH,3,13,2,196.1336832
LOW,3,13,6,485.0981222
MEDIUM,3,13,4,461.0955318
LOW,3,13,5,678.9629423
LOW,3,13,5,723.9599135
LOW,3,13,6,567.568872
LOW,3,13,5,339.6932946
MEDIUM,3,13,4,473.263182
MEDIUM,3,13,3,355.6333122
MEDIUM,3,13,3,316.3843586
MEDIUM,3,13,5,274.7558869
MEDIUM,3,13,3,409.4967867
MEDIUM,3,13,4,435.9201487
LOW,3,6,6,414.5786928
MEDIUM,3,6,3,322.6838229
MEDIUM,3,6,4,402.0796616
LOW,3,6,5,542.7748816
LOW,3,6,5,593.9916132
MEDIUM,3,6,5,479.6218833
MEDIUM,3,6,3,384.0105592
HIGH,3,6,3,466.0901887
MEDIUM,3,6,3,222.7137088
MEDIUM,3,6,3,287.7946817
MEDIUM,3,6,3,360.6618003
LOW,3,6,5,415.4206139
LOW,3,6,5,481.3756179
LOW,3,6,6,434.3222915
MEDIUM,3,6,3,352.7188398
MEDIUM,3,6,2,231.7061473
LOW,3,6,6,510.5954356
MEDIUM,3,6,3,339.2659201
MEDIUM,3,6,2,145.7373321
LOW,3,6,6,695.9930602
MEDIUM,3,6,3,365.3073806
LOW,3,6,5,493.135008
HIGH,3,6,5,428.4479018
HIGH,3,6,3,233.8640339
MEDIUM,3,6,2,256.7612702
MEDIUM,3,6,2,172.3948277
HIGH,3,6,3,418.9112429
LOW,3,6,5,487.7577032
MEDIUM,3,6,4,388.1207815
MEDIUM,3,6,4,513.1501607
MEDIUM,3,6,3,360.0883501
MEDIUM,3,6,2,197.7567049
MEDIUM,3,17,3,267.6995549
LOW,3,17,6,621.7899206
HIGH,3,17,2,192.7796053
HIGH,3,17,2,164.5461876
LOW,2,15,5,551.5517464
MEDIUM,2,15,4,372.8284115
HIGH,2,15,3,183.020979
LOW,2,15,5,642.6425897
LOW,2,15,6,620.7931707
MEDIUM,2,15,3,312.7975314
HIGH,2,15,2,218.3888281
MEDIUM,2,15,3,256.7897527
HIGH,2,15,2,258.8725425
LOW,2,15,5,697.4578979
MEDIUM,2,15,4,474.3206532
MEDIUM,2,15,3,294.6752021
MEDIUM,2,15,6,525.4127624
MEDIUM,2,15,4,448.7564921
MEDIUM,3,21,3,318.3428845
LOW,3,21,4,459.2477595
MEDIUM,3,21,3,272.8209053
MEDIUM,3,21,2,131.2809585
LOW,3,21,6,741.4544816
MEDIUM,3,21,2,217.2326407
LOW,3,21,5,421.0903727
MEDIUM,3,21,2,194.2721751
MEDIUM,3,21,2,189.2734517
LOW,3,21,5,545.0420769
MEDIUM,3,21,2,250.8623346
MEDIUM,3,21,5,429.018896
MEDIUM,3,21,3,327.5859152
MEDIUM,3,21,3,371.637706
LOW,3,21,6,640.9089617
LOW,3,21,6,620.0156437
MEDIUM,3,21,2,236.0959794
LOW,3,21,6,731.0958512
LOW,3,21,5,570.9071691
LOW,3,21,6,728.5408569
MEDIUM,3,21,3,355.4350712
LOW,3,21,4,427.4115317
MEDIUM,3,21,2,184.8868831
MEDIUM,3,21,4,404.5818123
LOW,3,21,4,441.3447353
MEDIUM,3,21,2,157.8938299
MEDIUM,3,21,3,473.0516138
MEDIUM,3,21,2,251.8947105
MEDIUM,3,21,2,181.6943559
LOW,3,21,6,781.0481496
HIGH,2,15,2,152.568677
LOW,2,15,5,275.314191
MEDIUM,2,15,3,371.4123306
HIGH,2,15,3,272.5083964
HIGH,2,15,2,225.382308
MEDIUM,2,15,3,270.2912022
HIGH,2,15,2,137.1586164
MEDIUM,2,15,4,357.8268728
LOW,2,15,5,592.6472343
LOW,2,15,5,382.0885675
HIGH,2,15,2,194.988193
LOW,2,15,6,635.7313477
HIGH,2,15,2,196.2417608
MEDIUM,2,15,4,441.7282417
MEDIUM,2,15,4,380.3883361
MEDIUM,2,15,3,314.1935651
MEDIUM,2,15,3,246.3462248
MEDIUM,2,15,3,354.0151454
MEDIUM,2,15,3,349.3326831
HIGH,2,15,2,263.9613877
MEDIUM,2,15,3,277.9086672
MEDIUM,2,15,4,452.1350743
LOW,2,15,5,463.8501118
LOW,2,15,5,268.694375
LOW,2,15,5,450.6374977
LOW,2,15,5,512.9683767
MEDIUM,2,15,3,302.4805245
MEDIUM,2,15,4,488.0159059
MEDIUM,2,15,4,410.8205047
MEDIUM,2,15,2,211.6184323
MEDIUM,2,15,3,277.0433382
LOW,2,15,5,368.8310093
HIGH,2,15,2,191.2845513
MEDIUM,2,15,3,306.3367399
MEDIUM,2,15,4,456.8548169
MEDIUM,2,15,3,309.7198817
LOW,2,15,5,438.4195498
LOW,3,21,4,530.0672452
MEDIUM,3,21,2,250.0964366
LOW,3,21,4,337.4641425
LOW,3,21,6,590.9124502
MEDIUM,3,21,2,209.4572429
LOW,3,21,5,563.145594
MEDIUM,3,21,3,499.2682412
LOW,3,21,6,506.7460143
MEDIUM,3,21,3,391.3538807
LOW,3,21,5,337.3705065
MEDIUM,3,21,2,238.8010447
MEDIUM,3,21,3,288.1553223
LOW,3,21,6,655.9749685
LOW,3,21,4,355.6959923
MEDIUM,3,21,3,409.0037969
MEDIUM,3,21,3,433.2562197
MEDIUM,3,21,5,547.2742053
LOW,3,21,5,579.6323052
MEDIUM,3,21,3,408.1935927
HIGH,3,21,4,445.3743094
LOW,3,21,5,646.7293829
LOW,3,21,6,549.4500559
LOW,3,21,5,486.6013311
LOW,3,21,6,408.898624
LOW,3,21,6,666.731256
MEDIUM,3,21,3,419.942433
LOW,3,21,5,627.7222173
LOW,3,21,5,565.579184
MEDIUM,3,21,2,231.0531427
MEDIUM,3,21,3,311.0891391
LOW,3,21,5,568.80926
LOW,3,21,6,704.4505223
LOW,3,21,5,589.666334
MEDIUM,3,21,2,255.1735317
MEDIUM,3,21,2,149.2116411
LOW,3,21,5,582.2185362
LOW,3,21,5,478.3952833
LOW,3,21,4,392.7844474
LOW,3,21,4,336.7109986
LOW,3,21,4,458.5483019
LOW,3,21,4,262.2591327
LOW,3,21,5,564.5348834
MEDIUM,3,21,2,284.4704233
LOW,3,21,6,635.1448605
MEDIUM,3,21,2,178.7341189
LOW,3,21,4,403.5761786
MEDIUM,3,21,2,201.1134597
MEDIUM,3,6,3,365.3111667
MEDIUM,3,6,4,319.695068
MEDIUM,3,6,2,196.2560592
LOW,3,6,6,601.334189
MEDIUM,3,6,2,272.2807347
MEDIUM,3,6,2,225.2179733
LOW,3,6,6,665.7611647
MEDIUM,3,6,2,224.4990432
MEDIUM,3,6,2,271.8930491
MEDIUM,3,10,4,388.5942675
HIGH,3,10,2,189.9885872
LOW,3,10,6,609.7529887
HIGH,3,10,2,219.7342167
MEDIUM,3,10,3,243.3733434
HIGH,3,10,2,231.8226182
MEDIUM,3,10,3,335.6515573
LOW,3,10,6,493.1559519
HIGH,3,10,2,225.3173435
LOW,3,10,6,670.7371013
MEDIUM,3,10,4,502.3324123
LOW,3,10,6,474.5279733
MEDIUM,3,10,3,256.3480267
LOW,3,10,5,446.2306155
MEDIUM,3,10,4,497.2360723
MEDIUM,2,23,3,235.0531422
MEDIUM,2,23,3,283.1939138
MEDIUM,2,23,3,209.7738693
LOW,2,23,6,525.8139072
LOW,2,23,4,399.2730805
LOW,2,23,5,576.6621328
LOW,2,23,6,509.292111
MEDIUM,2,23,3,331.4703532
LOW,2,23,5,512.0116393
MEDIUM,2,23,2,192.8087494
LOW,2,23,4,385.1063712
MEDIUM,2,23,2,178.0361899
MEDIUM,2,23,3,292.7409563
LOW,2,23,4,361.4075519
LOW,2,23,6,446.4688972
LOW,2,23,5,559.2616568
LOW,2,23,4,442.9824051
MEDIUM,2,23,3,278.6083786
LOW,2,23,5,574.2196299
MEDIUM,2,23,2,270.7418806
MEDIUM,2,23,2,163.6919526
MEDIUM,2,23,3,439.9436334
LOW,2,23,4,361.5487283
MEDIUM,2,23,2,211.9850971
MEDIUM,2,23,3,372.3238256
MEDIUM,2,23,3,302.0337424
HIGH,2,23,2,143.0790918
LOW,2,23,5,481.6443095
MEDIUM,2,23,2,241.4195214
LOW,2,23,6,481.9165152
MEDIUM,2,23,3,321.859848
LOW,2,23,5,453.6243417
LOW,2,23,4,280.777725
MEDIUM,2,23,2,249.3627956
HIGH,3,14,2,239.7109853
LOW,3,14,5,639.890934
MEDIUM,3,14,3,274.4825162
MEDIUM,3,14,4,352.8086238
HIGH,3,14,2,201.79992
MEDIUM,3,14,4,356.7964165
HIGH,3,10,2,265.8088228
HIGH,3,10,2,198.1291319
MEDIUM,3,10,4,323.6196125
MEDIUM,3,10,4,337.8310829
LOW,3,10,6,515.2543335
HIGH,3,13,3,343.0931759
LOW,3,13,6,677.6807439
MEDIUM,3,13,3,233.2591985
LOW,3,13,5,540.7132287
MEDIUM,3,13,4,500.6898986
LOW,3,13,5,636.0033139
MEDIUM,3,13,3,302.682361
LOW,3,13,5,462.8312355
HIGH,3,13,2,169.3415459
LOW,3,13,6,543.1986305
HIGH,3,13,2,178.4136559
HIGH,3,13,2,175.8523304
LOW,3,13,6,607.7137253
HIGH,3,13,3,244.5573408
LOW,3,13,6,580.2106669
MEDIUM,3,13,3,205.8015208
HIGH,3,13,2,227.2583272
MEDIUM,3,13,3,223.3408546
MEDIUM,3,13,3,408.9492757
MEDIUM,3,13,3,277.6631285
LOW,3,13,6,532.2363713
MEDIUM,3,13,3,355.5920609
MEDIUM,3,13,4,458.8826998
MEDIUM,3,13,4,466.8831087
HIGH,3,13,2,188.5345357
LOW,3,13,5,494.0271594
HIGH,3,13,2,173.8507661
MEDIUM,3,13,4,373.2244122
MEDIUM,3,13,3,321.5858066
MEDIUM,3,13,3,281.5210941
MEDIUM,3,13,4,276.7998247
HIGH,3,13,2,192.0801105
MEDIUM,3,13,4,398.6056187
LOW,3,13,6,597.1145255
MEDIUM,3,13,4,323.0482695
MEDIUM,3,21,6,617.5847621
LOW,3,21,6,614.0496171
LOW,3,21,6,556.5889335
MEDIUM,3,21,3,251.4725606
LOW,3,21,6,767.7557693
LOW,3,21,4,533.1383233
LOW,3,21,5,496.3785092
LOW,3,21,4,464.4008828
HIGH,3,21,5,700.6443709
MEDIUM,3,17,3,367.2020643
HIGH,3,17,2,224.9312738
MEDIUM,3,17,4,244.2491614
MEDIUM,3,17,4,342.8218182
MEDIUM,3,17,3,386.7640695
MEDIUM,3,17,3,388.1370919
MEDIUM,3,17,4,326.3278458
LOW,3,17,5,443.584403
HIGH,3,17,4,379.915874
MEDIUM,3,17,3,409.6827394
HIGH,3,17,2,202.4530407
MEDIUM,3,17,3,358.1046421
LOW,3,17,6,423.9877214
MEDIUM,3,17,3,383.3486475
LOW,3,17,5,205.5737394
MEDIUM,3,17,4,424.6199228
HIGH,3,17,2,211.1866767
HIGH,3,17,6,360.4115667
MEDIUM,3,17,3,403.9204357
HIGH,3,17,2,288.9172978
MEDIUM,3,17,4,461.0423206
MEDIUM,3,6,3,250.9329773
MEDIUM,3,6,2,225.4014274
MEDIUM,3,6,3,289.6199452
MEDIUM,3,6,4,355.5960284
MEDIUM,3,6,4,285.3874646
MEDIUM,3,6,4,417.143932
MEDIUM,3,6,4,275.5337056
LOW,3,6,6,759.9308101
LOW,3,6,5,512.6629819
LOW,3,6,6,333.1093959
MEDIUM,3,6,3,338.3724784
LOW,3,6,6,622.0069881
LOW,3,6,5,467.0100825
MEDIUM,3,6,2,228.2944765
MEDIUM,3,6,3,288.275375
LOW,3,6,5,662.8029312
MEDIUM,3,6,2,169.9268749
HIGH,3,6,2,209.7880116
LOW,3,6,5,529.6102727
LOW,3,6,6,559.990398
MEDIUM,3,6,5,554.0055373
MEDIUM,3,6,2,259.1996405
LOW,3,6,5,549.9116692
MEDIUM,3,6,2,115.8317964
MEDIUM,3,6,2,257.4577045
MEDIUM,3,6,4,323.8397489
HIGH,3,10,2,221.1122847
LOW,3,10,5,598.5729211
MEDIUM,3,10,2,192.9315352
LOW,3,10,6,719.4219386
MEDIUM,3,10,3,309.8327453
MEDIUM,3,10,4,419.6849241
MEDIUM,3,10,3,365.4857305
MEDIUM,3,10,4,223.6266279
LOW,3,10,6,612.1653748
MEDIUM,3,10,3,295.383234
MEDIUM,3,10,3,200.660749
MEDIUM,3,10,4,292.3272865
LOW,3,10,6,619.5485412
LOW,3,10,5,669.3967469
LOW,3,10,6,575.9078946
HIGH,3,10,2,193.0907128
HIGH,3,10,2,202.524856
MEDIUM,3,10,4,229.7094937
LOW,3,10,6,577.2324091
HIGH,3,10,2,143.8310042
MEDIUM,3,10,3,281.5927947
MEDIUM,3,10,3,306.7745875
MEDIUM,3,10,3,336.2349042
MEDIUM,3,10,4,467.9344884
MEDIUM,3,10,4,354.7885385
LOW,3,10,5,549.2085383
HIGH,3,10,2,207.8443346
