distribution_substation_id,pole_id,name_sd,swer_num_z,phase_colour_cd,status_cd,operating_level_cd,ue_owned_yn,other_db_supply_yn,csc_code_z,type_cd,engineering_analysis_load_kw,maximum_demand_amps_lct,maximum_demand_install_capacity_kva,maximum_demand_kw,maximum_demand_thermal_rating_kva,power_factor_pf,sap_id,gis_id,location_pt,install_date_dt,construction_date_dt,cmen_area_yn,earth_type_cd,changed_on_ts,created_on_ts,effective_from_ts,effective_to_ts,is_deleted_yn,bush_fire_risk_rating_cd
691,,RACECOURSE 2 BUNGOWER,0,RWB,in service,distribution,Y,N,11,kiosk/padmount,0.000,719.68,1000.000,498.608,1000.000,1.0000,DS-000129529354,129529354,"",2010-07-13,2009-07-01,N,,2019-10-31 15:20:42+11,2019-08-04 13:21:06+10,2019-08-02 20:23:34+10,2019-10-30 17:43:08+11,N,LBRA
710,,GRANT SHOTTON,0,RWB,in service,distribution,Y,N,11,single pole,0.000,82.75,100.000,52.174,132.813,0.9100,DS-000109468223,109468223,"",1998-11-05,1997-11-01,N,,2019-10-31 15:20:42+11,2019-08-04 13:21:06+10,2019-08-02 20:22:59+10,2019-10-30 17:42:45+11,N,HBRA
1011,,ROBERTS L2 MTN TYABB,0,RW,in service,distribution,Y,N,11,single pole,0.000,13.28,10.000,8.376,15.000,0.9100,DS-000049412921,49412921,"",1996-09-19,1984-11-01,N,separate HV and LV,2019-10-31 15:20:42+11,2019-08-04 13:21:06+10,2019-08-02 20:23:14+10,2019-10-30 17:41:48+11,N,HBRA
1016,,NEPEAN THOMAS,0,RWB,in service,distribution,Y,N,11,single pole,0.000,96.59,100.000,60.895,115.625,0.9100,DS-000049389336,49389336,"",1996-09-19,1970-01-01,Y,separate HV and LV,2019-10-31 15:20:42+11,2019-08-04 13:21:06+10,2019-08-02 20:24:28+10,2019-10-30 17:41:45+11,N,LBRA
1431,,SUNNYSIDE 2 NEPEAN,0,RWB,in service,distribution,Y,N,11,single pole,0.000,85.89,100.000,52.960,145.313,0.8900,DS-000049401319,49401319,"",1996-09-19,1932-06-01,N,separate HV and LV,2019-10-31 15:20:42+11,2019-08-04 13:21:06+10,2019-08-02 20:24:01+10,2019-10-30 17:41:47+11,N,HBRA
1638,,HOMEMAKER BUNGOWER,0,RWB,in service,distribution,Y,N,11,indoor,0.000,734.66,2000.000,453.508,2062.500,0.8910,DS-000121379482,121379482,"",2004-06-25,2003-06-01,Y,,2019-10-31 15:20:42+11,2019-08-04 13:21:06+10,2019-08-02 20:23:57+10,2019-10-30 17:42:57+11,N,LBRA
1896,,LEILANI P4 ROBERTS,0,RWB,in service,distribution,Y,N,11,single pole,0.000,23.78,100.000,14.992,117.969,0.9100,DS-000049412999,49412999,"",1996-09-19,1985-10-01,N,separate HV and LV,2019-10-31 15:20:42+11,2019-08-04 13:21:06+10,2019-08-02 20:22:50+10,2019-10-30 17:41:48+11,N,LBRA
2092,,DAMPIER EXFORD,0,RWB,in service,distribution,Y,N,11,kiosk/padmount,0.000,276.22,300.000,174.150,302.344,0.9100,DS-000049401259,49401259,"",1996-09-19,1989-10-01,Y,separate HV and LV,2019-10-31 15:20:42+11,2019-08-04 13:21:06+10,2019-08-02 20:24:14+10,2019-10-30 17:41:47+11,N,LBRA
2731,,TERRIGAL BUNGOWER,0,RWB,in service,distribution,Y,N,11,single pole,0.000,84.60,100.000,53.340,116.406,0.9100,DS-000049401253,49401253,"",1996-09-19,1981-09-01,Y,separate HV and LV,2019-10-31 15:20:42+11,2019-08-04 13:21:06+10,2019-08-02 20:23:04+10,2019-10-30 17:41:47+11,N,LBRA
3403,,MORELL HERBERT,0,RWB,in service,distribution,Y,N,11,single pole,0.000,461.06,315.000,290.047,406.055,0.9080,DS-000076956545,76956545,"",1996-09-19,1989-02-01,Y,separate HV and LV,2019-10-31 15:20:42+11,2019-08-04 13:21:06+10,2019-08-02 20:23:39+10,2019-10-30 17:42:31+11,N,LBRA
3847,,HILLPARK OBOE,0,RWB,in service,distribution,Y,N,11,kiosk/padmount,0.000,147.93,300.000,93.265,304.688,0.9100,DS-000049401295,49401295,"",1996-09-25,1991-03-01,Y,separate HV and LV,2019-10-31 15:20:42+11,2019-08-04 13:21:06+10,2019-08-02 20:24:47+10,2019-10-30 17:41:47+11,N,LBRA
4540,,PINECLIFF 2 SUNNYSIDE,0,RWB,in service,distribution,Y,N,11,kiosk/padmount,0.000,39.77,100.000,24.576,140.625,0.8920,DS-000114333811,114333811,"",1999-03-22,1976-06-01,N,separate HV and LV,2019-10-31 15:20:42+11,2019-08-04 13:21:06+10,2019-08-02 20:24:56+10,2019-10-30 17:42:48+11,N,HBRA
4829,,PADUA COLLEGE OAKBANK,0,RWB,in service,distribution,Y,N,11,kiosk/padmount,0.000,821.29,1000.000,569.006,1039.063,1.0000,DS-000121611628,121611628,"",2004-08-16,2018-07-01,Y,,2019-10-31 15:20:42+11,2019-08-04 13:21:06+10,2019-08-02 20:23:24+10,2019-10-30 17:42:57+11,N,LBRA
4910,,TALLIS BARKLY,0,RWB,in service,distribution,Y,N,11,single pole,0.000,192.61,200.000,121.434,232.813,0.9100,DS-000049389378,49389378,"",1996-09-19,1974-01-01,Y,separate HV and LV,2019-10-31 15:20:42+11,2019-08-04 13:21:06+10,2019-08-02 20:23:46+10,2019-10-30 17:41:45+11,N,LBRA
6055,,RETIRE COBB,0,RWB,in service,distribution,Y,N,11,single pole,0.000,317.95,300.000,218.080,351.563,0.9900,DS-000124555456,124555456,"",2006-04-20,2005-04-01,N,,2019-10-31 15:20:42+11,2019-08-04 13:21:06+10,2019-08-02 20:24:58+10,2019-10-30 17:42:59+11,N,HBRA
6263,,KALIMNA ESPLANADE,0,RWB,in service,distribution,Y,N,11,single pole,0.000,419.20,200.000,264.002,215.625,0.9090,DS-000089940033,89940033,"",1996-09-19,1938-01-01,Y,separate HV and LV,2019-10-31 15:20:42+11,2019-08-04 13:21:06+10,2019-08-02 20:23:06+10,2019-10-30 17:42:41+11,N,LBRA
6305,,LEILANI P3 ROBERTS,0,RW,in service,distribution,Y,N,11,single pole,0.000,25.37,25.000,15.998,37.500,0.9100,DS-000049412993,49412993,"",1996-09-19,1985-10-01,N,separate HV and LV,2019-10-31 15:20:42+11,2019-08-04 13:21:06+10,2019-08-02 20:23:35+10,2019-10-30 17:41:48+11,N,LBRA
6559,,PADUA SOVEREIGN,0,RWB,in service,distribution,Y,N,11,kiosk/padmount,0.000,223.06,300.000,140.634,297.656,0.9100,DS-000049401307,49401307,"",1996-09-19,1985-06-01,Y,separate HV and LV,2019-10-31 15:20:42+11,2019-08-04 13:21:06+10,2019-08-02 20:23:37+10,2019-10-30 17:41:47+11,N,LBRA
7084,,ROBERTS L13 BUNGOWER,0,RWB,in service,distribution,Y,N,11,single pole,0.000,18.54,10.000,11.692,13.047,0.9100,DS-000109528130,109528130,"",1998-10-29,1997-10-01,N,,2019-10-31 15:20:42+11,2019-08-04 13:21:06+10,2019-08-02 20:24:43+10,2019-10-30 17:42:45+11,N,HBRA
7974,,HOMEMAKER NEPEAN,0,RWB,in service,distribution,Y,N,11,indoor,0.000,1467.87,1000.000,988.498,1054.688,0.9720,DS-000049401229,49401229,"",1996-09-19,1974-01-01,Y,separate HV and LV,2019-10-31 15:20:42+11,2019-08-04 13:21:06+10,2019-08-02 20:23:07+10,2019-10-30 17:41:47+11,N,LBRA
8026,,CHANNEL BELEURA,0,RWB,in service,distribution,Y,N,11,single pole,0.000,539.30,315.000,340.008,361.758,0.9100,DS-000049389366,49389366,"",1996-09-19,1963-01-01,Y,separate HV and LV,2019-10-31 15:20:42+11,2019-08-04 13:21:06+10,2019-08-02 20:23:02+10,2019-10-30 17:41:45+11,N,LBRA
8318,,ILLOWA TARANNA,0,RWB,in service,distribution,Y,N,11,single pole,0.000,169.77,200.000,107.032,235.938,0.9100,DS-000049389348,49389348,"",1996-09-19,1969-06-01,Y,separate HV and LV,2019-10-31 15:20:42+11,2019-08-04 13:21:06+10,2019-08-02 20:25:11+10,2019-10-30 17:41:45+11,N,LBRA
8403,,CARAAR CREEK N57 KALIMNA,0,RWB,in service,distribution,Y,N,11,kiosk/padmount,0.000,96.10,315.000,59.324,442.969,0.8910,DS-000127429032,127429032,"",2008-04-07,2007-04-01,N,,2019-10-31 15:20:42+11,2019-08-04 13:21:06+10,2019-08-02 20:24:03+10,2019-10-30 17:43:03+11,N,LBRA
8414,,BATA NEPEAN,0,RWB,in service,distribution,Y,N,11,ground,0.000,417.97,1000.000,253.962,1148.438,0.8770,DS-000049401289,49401289,"",1996-09-19,1967-06-01,Y,separate HV and LV,2019-10-31 15:20:42+11,2019-08-04 13:21:06+10,2019-08-02 20:22:50+10,2019-10-30 17:41:47+11,N,LBRA
8539,,INGLIS BUTLER,0,RWB,in service,distribution,Y,N,11,single pole,0.000,273.64,200.000,172.519,234.375,0.9100,DS-000049389372,49389372,"",1996-09-19,1958-06-01,Y,separate HV and LV,2019-10-31 15:20:42+11,2019-08-04 13:21:06+10,2019-08-02 20:24:48+10,2019-10-30 17:41:45+11,N,LBRA
8890,,EXFORD PARWAN,0,RWB,in service,distribution,Y,N,11,kiosk/padmount,0.000,279.90,300.000,176.466,302.344,0.9100,DS-000049401247,49401247,"",1996-09-19,1977-01-01,Y,separate HV and LV,2019-10-31 15:20:42+11,2019-08-04 13:21:06+10,2019-08-02 20:23:32+10,2019-10-30 17:41:47+11,N,LBRA
8915,,WARNER TALLIS,0,RWB,in service,distribution,Y,N,11,single pole,0.000,140.92,100.000,88.842,114.063,0.9100,DS-000049389342,49389342,"",1996-09-19,1978-06-01,Y,separate HV and LV,2019-10-31 15:20:42+11,2019-08-04 13:21:06+10,2019-08-02 20:23:48+10,2019-10-30 17:41:45+11,N,LBRA
9099,,PINECLIFF 1 SUNNYSIDE,0,RWB,in service,distribution,Y,N,11,kiosk/padmount,0.000,115.83,100.000,71.424,122.656,0.8900,DS-000114333805,114333805,"",1999-03-22,1932-06-01,N,separate HV and LV,2019-10-31 15:20:42+11,2019-08-04 13:21:06+10,2019-08-02 20:23:10+10,2019-10-30 17:42:48+11,N,HBRA
9760,,SRWSC SHOTTON,0,RWB,in service,distribution,Y,N,11,ground,0.000,1020.94,1000.000,-564.446,1499.999,-0.7980,DS-000088994622,88994622,"",1996-09-19,1978-01-01,N,separate HV and LV,2019-10-31 15:20:42+11,2019-08-04 13:21:06+10,2019-08-02 20:24:53+10,2019-10-30 17:42:40+11,N,HBRA
10165,,JACARANDA PAR,0,RWB,in service,distribution,Y,N,11,kiosk/padmount,0.000,406.39,300.000,256.215,311.719,0.9100,DS-000082598598,82598598,"",1996-09-19,1993-05-01,N,separate HV and LV,2019-10-31 15:20:42+11,2019-08-04 13:21:06+10,2019-08-02 20:24:55+10,2019-10-30 17:42:35+11,N,LBRA
11198,,CARAVAN PK BUNGOWER,0,RWB,in service,distribution,Y,N,11,single pole,0.000,320.50,200.000,197.624,220.313,0.8900,DS-000049401265,49401265,"",1996-09-19,1982-01-01,N,separate HV and LV,2019-10-31 15:20:42+11,2019-08-04 13:21:06+10,2019-08-02 20:23:46+10,2019-10-30 17:41:47+11,N,LBRA
11406,,NEPEAN P167 BUNGOWER,0,RWB,in service,distribution,Y,N,11,kiosk/padmount,0.000,359.81,750.000,222.112,972.656,0.8910,DS-000049401241,49401241,"",2002-02-18,1984-11-01,Y,separate HV and LV,2019-10-31 15:20:42+11,2019-08-04 13:21:06+10,2019-08-02 20:24:15+10,2019-10-30 17:41:47+11,N,LBRA
11804,,KALIMNA MILLICENT,0,RWB,in service,distribution,Y,N,11,single pole,0.000,264.40,200.000,167.610,217.188,0.9150,DS-000089940037,89940037,"",1996-09-19,1989-05-01,Y,separate HV and LV,2019-10-31 15:20:42+11,2019-08-04 13:21:06+10,2019-08-02 20:23:31+10,2019-10-30 17:42:41+11,N,LBRA
12171,,ROBERTS P18 MTNTYABB,0,RWB,in service,distribution,Y,N,11,single pole,0.000,52.25,25.000,32.474,33.594,0.8970,DS-000049412903,49412903,"",1996-09-19,1984-07-01,N,separate HV and LV,2019-10-31 15:20:42+11,2019-08-04 13:21:06+10,2019-08-02 20:22:50+10,2019-10-30 17:41:48+11,N,HBRA
12196,,ROBERTS P9 MTN TYABB,0,RWB,in service,distribution,Y,N,11,single pole,0.000,72.05,100.000,45.426,129.688,0.9100,DS-000049412981,49412981,"",1996-09-19,1983-01-01,N,separate HV and LV,2019-10-31 15:20:42+11,2019-08-04 13:21:06+10,2019-08-02 20:23:02+10,2019-10-30 17:41:48+11,N,HBRA
12226,,BARKLY MORVEN,0,RWB,in service,distribution,Y,N,11,single pole,0.000,478.89,200.000,301.924,237.500,0.9100,DS-000079451911,79451911,"",1996-09-19,1989-02-01,Y,separate HV and LV,2019-10-31 15:20:42+11,2019-08-04 13:21:06+10,2019-08-02 20:23:34+10,2019-10-30 17:42:35+11,N,LBRA
12326,,BUNGOWER RACECOURSE,0,RWB,in service,distribution,Y,N,11,single pole,0.000,955.58,315.000,590.544,472.500,0.8920,DS-000049401271,49401271,"",1996-09-19,1986-03-01,N,separate HV and LV,2019-10-31 15:20:42+11,2019-08-04 13:21:06+10,2019-08-02 20:22:45+10,2019-10-30 17:41:47+11,N,HBRA
12579,,BARKLY BATH,0,RWB,in service,distribution,Y,N,11,single pole,0.000,315.13,315.000,198.460,381.445,0.9090,DS-000127052311,127052311,"",2007-10-11,2006-10-01,Y,,2019-10-31 15:20:42+11,2019-08-04 13:21:06+10,2019-08-02 20:24:21+10,2019-10-30 17:43:02+11,N,LBRA
14795,,SILVERWOOD WOODHAVEN,0,unknown,in service,distribution,Y,N,11,kiosk/padmount,0.000,10.96,500.000,-6.912,675.781,-0.9100,DS-000148049604,148049604,"",1996-09-07,2018-09-01,N,,2019-10-31 15:20:42+11,2019-08-04 13:21:06+10,2019-08-02 20:25:03+10,2019-10-30 17:43:17+11,N,HBRA
3403,,MORELL HERBERT,0,RWB,in service,distribution,Y,N,11,single pole,0.000,461.06,315.000,290.050,406.050,0.9080,DS-000076956545,76956545,"",1996-09-19,1989-02-01,Y,separate HV and LV,2019-11-17 09:09:17+11,2019-10-31 15:20:42+11,2019-10-30 17:42:32+11,2019-11-15 22:30:37+11,N,LBRA
3403,,MORELL HERBERT,0,RWB,in service,distribution,Y,N,11,single pole,0.000,461.06,500.000,290.047,406.055,0.9080,DS-000076956545,76956545,"",1996-09-19,1989-02-01,Y,separate HV and LV,2019-12-09 12:07:57+11,2019-11-17 09:09:17+11,2019-11-15 22:30:38+11,2019-12-08 19:59:54+11,N,LBRA
1016,,NEPEAN THOMAS,0,RWB,in service,distribution,Y,N,11,single pole,0.000,96.59,100.000,60.895,115.630,0.9100,DS-000049389336,49389336,"",1996-09-19,1970-01-01,Y,separate HV and LV,2020-03-13 02:00:14+11,2019-10-31 15:20:42+11,2019-10-30 17:41:46+11,2020-03-12 22:30:26+11,N,LBRA
2544,,OAKBANK NEPEAN,0,RWB,in service,distribution,Y,N,11,single pole,0.000,68.41,50.000,42.752,56.641,0.9020,DS-000049401283,49401283,"",2002-01-29,1963-01-01,Y,separate HV and LV,2021-02-20 02:10:40+11,2019-08-04 13:21:06+10,2019-08-02 20:23:36+10,2021-02-18 22:30:30+11,N,HBRA
12226,,BARKLY MORVEN,0,RWB,in service,distribution,Y,N,11,single pole,0.000,478.89,200.000,301.920,237.500,0.9100,DS-000079451911,79451911,"",1996-09-19,1989-02-01,Y,separate HV and LV,2021-05-11 02:14:09+10,2019-10-31 15:20:42+11,2019-10-30 17:42:36+11,2021-05-10 22:30:42+10,N,LBRA
11804,,KALIMNA MILLICENT,0,RWB,in service,distribution,Y,N,11,single pole,0.000,264.40,200.000,167.610,217.190,0.9150,DS-000089940037,89940037,"",1996-09-19,1989-05-01,Y,separate HV and LV,2021-06-26 02:05:54+10,2019-10-31 15:20:42+11,2019-10-30 17:42:42+11,2021-06-25 22:30:30+10,N,LBRA
11804,,KALIMNA MILLICENT,0,RWB,in service,distribution,Y,N,11,single pole,0.000,264.40,200.000,167.610,217.188,0.9150,DS-000089940037,89940037,"",1996-09-19,1989-05-01,Y,separate HV and LV,2021-06-30 02:07:43+10,2021-06-26 02:05:54+10,2021-06-25 22:30:31+10,2021-06-29 22:30:37+10,N,LBRA
1016,,NEPEAN THOMAS,0,RWB,in service,distribution,Y,N,11,single pole,,,100.000,,119.000,,DS-000049389336,49389336,"",1996-09-19,1971-01-01,,,2017-10-03 23:51:19+11,2017-10-03 23:51:19+11,2014-07-06 03:12:21+10,2017-08-09 18:23:31+10,N,LBRA
8915,,WARNER TALLIS,0,RWB,in service,distribution,Y,N,11,single pole,,,100.000,,117.190,,DS-000049389342,49389342,"",1996-09-19,1979-06-01,,,2017-10-03 23:51:19+11,2017-10-03 23:51:19+11,2014-03-02 03:10:19+11,2014-06-15 03:10:24+10,N,LBRA
8915,,WARNER TALLIS,0,RWB,in service,distribution,Y,N,11,single pole,,,100.000,,114.000,,DS-000049389342,49389342,"",1996-09-19,1979-06-01,,,2017-10-03 23:51:19+11,2017-10-03 23:51:19+11,2014-06-15 03:10:25+10,2014-10-05 04:15:20+11,N,LBRA
8915,,WARNER TALLIS,0,RWB,in service,distribution,Y,N,11,single pole,,,100.000,,114.000,,DS-000049389342,49389342,"",1996-09-19,1979-06-01,,,2017-10-03 23:51:19+11,2017-10-03 23:51:19+11,2014-10-05 04:15:21+11,2014-10-26 03:08:16+11,N,LBRA
8915,,WARNER TALLIS,0,RWB,in service,distribution,Y,N,11,single pole,,,100.000,,114.000,,DS-000049389342,49389342,"",1996-09-19,1979-06-01,,,2017-10-03 23:51:19+11,2017-10-03 23:51:19+11,2014-10-26 03:08:17+11,2017-08-09 18:23:31+10,N,LBRA
8318,,ILLOWA TARANNA,0,RWB,in service,distribution,Y,N,11,single pole,,,200.000,,219.000,,DS-000049389348,49389348,"",1996-09-19,1970-06-01,,,2017-10-03 23:51:19+11,2017-10-03 23:51:19+11,2014-07-06 03:12:21+10,2017-08-09 18:23:31+10,N,LBRA
8026,,CHANNEL BELEURA,0,RWB,in service,distribution,Y,N,11,single pole,,,315.000,,366.680,,DS-000049389366,49389366,"",1996-09-19,1964-01-01,,,2017-10-03 23:51:19+11,2017-10-03 23:51:19+11,2014-02-09 03:08:39+11,2014-07-06 03:12:20+10,N,LBRA
8026,,CHANNEL BELEURA,0,RWB,in service,distribution,Y,N,11,single pole,,,315.000,,349.000,,DS-000049389366,49389366,"",1996-09-19,1964-01-01,,,2017-10-03 23:51:19+11,2017-10-03 23:51:19+11,2014-07-06 03:12:21+10,2014-11-02 03:10:22+11,N,LBRA
8026,,CHANNEL BELEURA,0,RWB,in service,distribution,Y,N,11,single pole,,,315.000,,349.000,,DS-000049389366,49389366,"",1996-09-19,1964-01-01,,,2017-10-03 23:51:19+11,2017-10-03 23:51:19+11,2014-11-02 03:10:23+11,2017-08-09 18:23:31+10,N,LBRA
8539,,INGLIS BUTLER,0,RWB,in service,distribution,Y,N,11,single pole,,,200.000,,220.000,,DS-000049389372,49389372,"",1996-09-19,1959-06-01,,,2017-10-03 23:51:19+11,2017-10-03 23:51:19+11,2014-07-06 03:12:21+10,2017-08-09 18:23:31+10,N,LBRA
4910,,TALLIS BARKLY,0,RWB,in service,distribution,Y,N,11,single pole,,,200.000,,242.000,,DS-000049389378,49389378,"",1996-09-19,1975-01-01,,,2017-10-03 23:51:19+11,2017-10-03 23:51:19+11,2014-07-06 03:12:21+10,2014-11-02 03:10:22+11,N,LBRA
4910,,TALLIS BARKLY,0,RWB,in service,distribution,Y,N,11,single pole,,,200.000,,242.000,,DS-000049389378,49389378,"",1996-09-19,1975-01-01,,,2017-10-03 23:51:19+11,2017-10-03 23:51:19+11,2014-11-02 03:10:23+11,2017-08-09 18:23:31+10,N,LBRA
2496,,TECH SCHOOL MTN,0,RWB,in service,distribution,Y,N,11,kiosk/padmount,,,300.000,,333.000,,DS-000049389384,49389384,"",1996-09-19,1981-02-01,,,2017-10-03 23:51:19+11,2017-10-03 23:51:19+11,2014-07-06 03:12:21+10,2015-02-01 03:15:41+11,N,LBRA
2496,,TECH SCHOOL MTN,0,RWB,in service,distribution,Y,N,11,kiosk/padmount,,,500.000,,333.000,,DS-000049389384,49389384,"",1996-09-19,1981-02-01,,,2017-10-03 23:51:19+11,2017-10-03 23:51:19+11,2015-02-01 03:15:42+11,2017-08-09 18:23:31+10,N,LBRA
3181,,GOLF CLUB MORNINGTON,0,RWB,in service,distribution,Y,N,11,single pole,,,100.000,,117.000,,DS-000049389390,49389390,"",1996-09-19,1965-01-01,,,2017-10-03 23:51:19+11,2017-10-03 23:51:19+11,2014-07-06 03:12:21+10,2017-08-09 18:23:31+10,N,LBRA
7974,,HOMEMAKER NEPEAN,0,RWB,in service,distribution,Y,N,11,indoor,,,1000.000,,1000.000,,DS-000049401229,49401229,"",1996-09-19,1975-01-01,,,2017-10-03 23:51:19+11,2017-10-03 23:51:19+11,2014-07-06 03:12:21+10,2017-08-09 18:23:32+10,N,LBRA
11406,,NEPEAN P167 BUNGOWER,0,RWB,in service,distribution,Y,N,11,kiosk/padmount,,,750.000,,756.000,,DS-000049401241,49401241,"",2002-02-18,1985-11-01,,,2017-10-03 23:51:19+11,2017-10-03 23:51:19+11,2014-06-15 03:10:25+10,2017-08-09 18:23:32+10,N,LBRA
8890,,EXFORD PARWAN,0,RWB,in service,distribution,Y,N,11,kiosk/padmount,,,300.000,,340.000,,DS-000049401247,49401247,"",1996-09-19,1978-01-01,,,2017-10-03 23:51:19+11,2017-10-03 23:51:19+11,2014-07-06 03:12:21+10,2017-08-09 18:23:32+10,N,LBRA
2731,,TERRIGAL BUNGOWER,0,RWB,in service,distribution,Y,N,11,single pole,,,100.000,,110.160,,DS-000049401253,49401253,"",1996-09-19,1982-09-01,,,2017-10-03 23:51:19+11,2017-10-03 23:51:19+11,2014-04-13 21:50:31+10,2014-07-06 03:12:20+10,N,LBRA
2731,,TERRIGAL BUNGOWER,0,RWB,in service,distribution,Y,N,11,single pole,,,100.000,,127.000,,DS-000049401253,49401253,"",1996-09-19,1982-09-01,,,2017-10-03 23:51:19+11,2017-10-03 23:51:19+11,2014-07-06 03:12:21+10,2017-08-09 18:23:32+10,N,LBRA
2092,,DAMPIER EXFORD,0,RWB,in service,distribution,Y,N,11,kiosk/padmount,,,300.000,,337.500,,DS-000049401259,49401259,"",1996-09-19,1990-10-01,,,2017-10-03 23:51:19+11,2017-10-03 23:51:19+11,2014-06-22 03:11:45+10,2014-07-06 03:12:20+10,N,LBRA
2092,,DAMPIER EXFORD,0,RWB,in service,distribution,Y,N,11,kiosk/padmount,,,300.000,,328.000,,DS-000049401259,49401259,"",1996-09-19,1990-10-01,,,2017-10-03 23:51:19+11,2017-10-03 23:51:19+11,2014-07-06 03:12:21+10,2017-08-09 18:23:32+10,N,LBRA
11198,,CARAVAN PK BUNGOWER,0,RWB,in service,distribution,Y,N,11,single pole,,,200.000,,216.000,,DS-000049401265,49401265,"",1996-09-19,1983-01-01,,,2017-10-03 23:51:19+11,2017-10-03 23:51:19+11,2014-07-06 03:12:21+10,2017-08-09 18:23:32+10,N,LBRA
12326,,BUNGOWER RACECOURSE,0,RWB,in service,distribution,Y,N,11,single pole,,,315.000,,352.000,,DS-000049401271,49401271,"",1996-09-19,1987-03-01,,,2017-10-03 23:51:19+11,2017-10-03 23:51:19+11,2014-07-06 03:12:21+10,2017-08-09 18:23:32+10,N,HBRA
12200,,GOLF CLUB PUMP MTN,0,RWB,in service,distribution,Y,N,11,single pole,,,50.000,,52.000,,DS-000049401277,49401277,"",1996-09-19,1970-06-01,,,2017-10-03 23:51:19+11,2017-10-03 23:51:19+11,2014-07-06 03:12:21+10,2016-12-25 11:49:23+11,N,LBRA
12200,,GOLF CLUB PUMP MTN,0,RWB,in service,distribution,Y,N,11,single pole,,,63.000,,52.000,,DS-000049401277,49401277,"",1996-09-19,1970-06-01,,,2017-10-03 23:51:19+11,2017-10-03 23:51:19+11,2016-12-25 11:49:24+11,2017-08-09 18:23:32+10,N,LBRA
2544,,OAKBANK NEPEAN,0,RWB,in service,distribution,Y,N,11,single pole,,,50.000,,51.000,,DS-000049401283,49401283,"",2002-01-29,1964-01-01,,,2017-10-03 23:51:19+11,2017-10-03 23:51:19+11,2014-07-06 03:12:21+10,2014-11-02 03:10:22+11,N,HBRA
2544,,OAKBANK NEPEAN,0,RWB,in service,distribution,Y,N,11,single pole,,,50.000,,51.000,,DS-000049401283,49401283,"",2002-01-29,1964-01-01,,,2017-10-03 23:51:19+11,2017-10-03 23:51:19+11,2014-11-02 03:10:23+11,2017-08-09 18:23:32+10,N,HBRA
8414,,BATA NEPEAN,0,RWB,in service,distribution,Y,N,11,ground,,,1000.000,,1242.000,,DS-000049401289,49401289,"",1996-09-19,1968-06-01,,,2017-10-03 23:51:19+11,2017-10-03 23:51:19+11,2014-07-06 03:12:21+10,2017-08-09 18:23:32+10,N,LBRA
3847,,HILLPARK OBOE,0,RWB,in service,distribution,Y,N,11,kiosk/padmount,,,300.000,,384.000,,DS-000049401295,49401295,"",1996-09-25,1992-03-01,,,2017-10-03 23:51:19+11,2017-10-03 23:51:19+11,2014-07-06 03:12:21+10,2017-08-09 18:23:32+10,N,LBRA
10542,,SHOTTON NEPEAN,0,RWB,in service,distribution,Y,N,11,single pole,,,100.000,,107.000,,DS-000049401301,49401301,"",1996-09-19,1970-01-01,,,2017-10-03 23:51:19+11,2017-10-03 23:51:19+11,2014-07-06 03:12:21+10,2017-08-09 18:23:32+10,N,HBRA
6559,,PADUA SOVEREIGN,0,RWB,in service,distribution,Y,N,11,kiosk/padmount,,,300.000,,332.000,,DS-000049401307,49401307,"",1996-09-19,1986-06-01,,,2017-10-03 23:51:19+11,2017-10-03 23:51:19+11,2014-07-06 03:12:21+10,2017-08-09 18:23:32+10,N,LBRA
798,,SUNNYSIDE ROYSTON,0,RWB,in service,distribution,Y,N,11,single pole,,,200.000,,267.000,,DS-000049401313,49401313,"",1996-09-19,1959-01-01,,,2017-10-03 23:51:19+11,2017-10-03 23:51:19+11,2014-07-06 03:12:21+10,2017-08-09 18:23:32+10,N,HBRA
1431,,SUNNYSIDE 2 NEPEAN,0,RWB,in service,distribution,Y,N,11,single pole,,,100.000,,118.000,,DS-000049401319,49401319,"",1996-09-19,1933-06-01,,,2017-10-03 23:51:19+11,2017-10-03 23:51:19+11,2014-07-06 03:12:21+10,2017-08-09 18:23:32+10,N,HBRA
12171,,ROBERTS P18 MTNTYABB,0,RWB,in service,distribution,Y,N,11,single pole,,,25.000,,38.000,,DS-000049412903,49412903,"",1996-09-19,1985-07-01,,,2017-10-03 23:51:19+11,2017-10-03 23:51:19+11,2014-07-06 03:12:21+10,2017-08-09 18:23:33+10,N,HBRA
13216,,ROBERTS P15 MTNTYABB,0,BR,in service,distribution,Y,N,11,single pole,,,25.000,,38.000,,DS-000049412909,49412909,"",1996-09-19,1985-10-01,,,2017-10-03 23:51:19+11,2017-10-03 23:51:19+11,2014-07-06 03:12:21+10,2017-08-09 18:23:33+10,N,HBRA
1011,,ROBERTS L2 MTN TYABB,0,RW,in service,distribution,Y,N,11,single pole,,,10.000,,15.000,,DS-000049412921,49412921,"",1996-09-19,1985-11-01,,,2017-10-03 23:51:19+11,2017-10-03 23:51:19+11,2014-07-06 03:12:21+10,2017-08-09 18:23:33+10,N,HBRA
3982,,ROBERTS L6 MTN TYABB,0,RWB,in service,distribution,Y,N,11,single pole,,,25.000,,27.000,,DS-000049412927,49412927,"",1996-09-19,1986-08-01,,,2017-10-03 23:51:19+11,2017-10-03 23:51:19+11,2014-07-06 03:12:21+10,2017-08-09 18:23:33+10,N,HBRA
